,Unnamed: 0,mukey,OBJECTID_1,tk0_5a,tk5_20a,tk20_50a,tk50_100a,tk100_150a,tk150_999a,tk0_20a,tk0_30a,tk0_100a,tk0_150a,tk0_999a,musumcpcta,soc0_5,soc5_20,soc20_50,soc50_100,soc100_150,soc150_999,soc0_20,soc0_30,soc0_100,soc0_150,soc0_999,tk0_5s,tk5_20s,tk20_50s,tk50_100s,tk100_150s,tk150_999s,tk0_20s,tk0_30s,tk0_100s,tk0_150s,tk0_999s,musumcpcts,nccpi2cs,nccpi2sg,nccpi2co,nccpi2all,pctearthmc,rootznemc,rootznaws,droughty,pwsl1pomu,musumcpct
2915,2915,403396,50072,5.0,15.0,30.0,50.0,50.0,50.0,20.0,30.0,100.0,150.0,200.0,100,2575.3798828,7726.1298828,13757.0400391,8805.1904297,2967.6699219,1343.8599854,10301.5,15452.25,32863.7304688,35831.3984375,37175.2617188,5.0,15.0,30.0,50.0,50.0,50.0,20.0,30.0,100.0,150.0,200.0,100,0.86,0.34,0.0,0.86,90,150,277.0,0,60,100
2916,2916,403397,50132,5.0,15.0,30.0,49.7999992,47.5,40.8499985,20.0,30.0,99.8000031,147.3000031,188.1499939,100,1705.6099854,5116.8198242,10126.8896484,6688.0698242,2502.6398926,1489.9599609,6822.4301758,10233.6396484,23637.3808594,26140.0195313,27629.9804688,5.0,15.0,29.6499996,47.5,47.5,40.8499985,20.0,30.0,97.1500015,144.6499939,185.5,100,0.96,0.72,0.0,0.96,95,150,297.0,0,0,100
2917,2917,403398,50133,5.0,15.0,30.0,49.7999992,47.5,39.1500015,20.0,30.0,99.8000031,147.3000031,186.4499969,100,1461.3900146,4384.1801758,8568.6904297,6256.4301758,2381.8300781,1393.0899658,5845.5698242,8768.3603516,20670.6894531,23052.5195313,24445.609375,5.0,15.0,29.6499996,47.5,47.5,39.1500015,20.0,30.0,97.1500015,144.6499939,183.8000031,100,0.95,0.72,0.0,0.95,85,150,297.0,0,0,100
2918,2918,403399,50134,5.0,15.0,30.0,50.0,50.0,40.9500008,20.0,30.0,100.0,150.0,190.9499969,100,1468.0699463,4404.2099609,8732.9101563,6632.7202148,2552.9899902,1491.9799805,5872.2700195,8808.4101563,21237.9003906,23790.9003906,25282.8808594,5.0,15.0,30.0,50.0,50.0,40.9500008,20.0,30.0,100.0,150.0,190.9499969,100,0.94,0.71,0.0,0.94,95,150,297.0,0,0,100
2919,2919,403400,50135,5.0,15.0,30.0,50.0,50.0,41.2999992,20.0,30.0,100.0,150.0,191.3000031,100,1122.4000244,3367.1899414,6628.1201172,6393.6098633,2513.5500488,1471.5100098,4489.5800781,6734.3798828,17511.3203125,20024.8691406,21496.3808594,5.0,15.0,30.0,50.0,50.0,41.2999992,20.0,30.0,100.0,150.0,191.3000031,100,0.66,0.49,0.0,0.66,90,150,297.0,0,0,100
2920,2920,403401,50174,5.0,15.0,30.0,50.0,50.0,50.0,20.0,30.0,100.0,150.0,200.0,100,2460.4499512,7381.3300781,10439.9101563,5753.7202148,1295.4499512,1252.2700195,9841.7802734,13948.9804688,26035.4003906,27330.8496094,28583.1191406,5.0,15.0,30.0,50.0,50.0,50.0,20.0,30.0,100.0,150.0,200.0,100,0.74,0.55,0.0,0.74,90,58,126.0,1,90,100
2921,2921,403402,50143,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,2104.6000977,6313.8100586,12627.6103516,12668.8398438,4042.0700684,94.4400024,8418.4101563,12627.6103516,33714.8710938,37756.9492188,37851.3789063,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.98,0.69,0.0,0.98,95,109,217.0,0,5,100
2922,2922,403403,50173,5.0,15.0,30.0,50.0,50.0,33.0,20.0,30.0,100.0,150.0,183.0,100,1790.8399658,5372.5200195,1442.0699463,1508.5100098,1471.9599609,975.7800293,7163.3598633,7644.0498047,10113.9404297,11585.8896484,12561.6796875,5.0,15.0,30.0,50.0,50.0,33.0,20.0,30.0,100.0,150.0,183.0,100,0.97,0.27,0.0,0.97,100,150,300.0,0,100,100
2923,2923,403404,50159,5.0,15.0,30.0,50.0,50.0,52.8499985,20.0,30.0,100.0,150.0,202.8500061,100,1309.5300293,3928.5800781,3832.7800293,3114.6599121,1412.2600098,1204.5400391,5238.1000977,7503.2797852,12185.5498047,13597.8095703,14802.3398438,5.0,15.0,30.0,50.0,50.0,52.8499985,20.0,30.0,100.0,150.0,202.8500061,100,0.87,0.53,0.0,0.87,95,107,,0,5,100
2924,2924,403405,50129,5.0,15.0,30.0,50.0,50.0,33.0,20.0,30.0,100.0,150.0,183.0,100,846.2800293,2538.8400879,4337.1899414,2667.1999512,1459.1800537,738.8400269,3385.1201172,5077.6899414,10389.5097656,11848.7001953,12587.5400391,5.0,15.0,30.0,50.0,50.0,33.0,20.0,30.0,100.0,150.0,183.0,100,0.79,0.58,0.0,0.79,100,150,,0,0,100
2925,2925,403406,50130,5.0,15.0,30.0,50.0,50.0,33.0,20.0,30.0,100.0,150.0,183.0,100,846.2800293,2538.8400879,4337.1899414,2667.1999512,1459.1800537,738.8400269,3385.1201172,5077.6899414,10389.5097656,11848.7001953,12587.5400391,5.0,15.0,30.0,50.0,50.0,33.0,20.0,30.0,100.0,150.0,183.0,100,0.79,0.58,0.0,0.79,100,150,,0,0,100
2926,2926,403407,50162,5.0,15.0,10.0,0.0,0.0,0.0,20.0,30.0,30.0,30.0,30.0,100,905.7800293,2717.3500977,1811.5699463,0.0,0.0,0.0,3623.1398926,5434.7099609,5434.7099609,5434.7099609,5434.7099609,5.0,15.0,10.0,0.0,0.0,0.0,20.0,30.0,30.0,30.0,30.0,100,0.33,0.27,0.0,0.33,100,30,60.0,1,0,100
2927,2927,403408,50163,5.0,15.0,10.0,0.0,0.0,0.0,20.0,30.0,30.0,30.0,30.0,100,905.7800293,2717.3500977,1811.5699463,0.0,0.0,0.0,3623.1398926,5434.7099609,5434.7099609,5434.7099609,5434.7099609,5.0,15.0,10.0,0.0,0.0,0.0,20.0,30.0,30.0,30.0,30.0,100,0.27,0.2,0.0,0.27,100,30,60.0,1,0,100
2928,2928,403409,50164,5.0,15.0,30.0,50.0,50.0,50.4500008,20.0,30.0,100.0,150.0,200.4499969,100,575.8200073,1727.4699707,1386.3199463,1128.3399658,1068.4599609,1091.9699707,2303.2900391,2931.2299805,4817.9399414,5886.4101563,6978.3798828,5.0,15.0,30.0,50.0,50.0,50.4500008,20.0,30.0,100.0,150.0,200.4499969,100,0.44,0.32,0.0,0.44,95,150,131.0,1,0,100
2929,2929,403410,50165,5.0,15.0,30.0,50.0,50.0,50.4500008,20.0,30.0,100.0,150.0,200.4499969,100,575.8200073,1727.4699707,1386.3199463,1128.3399658,1068.4599609,1091.9699707,2303.2900391,2931.2299805,4817.9399414,5886.4101563,6978.3798828,5.0,15.0,30.0,50.0,50.0,50.4500008,20.0,30.0,100.0,150.0,200.4499969,100,0.43,0.32,0.0,0.43,95,150,131.0,1,0,100
2930,2930,403411,50166,5.0,15.0,30.0,50.0,50.0,53.0,20.0,30.0,100.0,150.0,203.0,100,551.2700195,1653.8000488,1245.7299805,1056.0400391,1056.0400391,1146.6899414,2205.0700684,2756.3300781,4506.8398438,5562.8701172,6709.5698242,5.0,15.0,30.0,50.0,50.0,53.0,20.0,30.0,100.0,150.0,203.0,100,0.41,0.3,0.0,0.41,100,150,131.0,1,0,100
2931,2931,403412,50092,5.0,15.0,30.0,50.0,50.0,36.2000008,20.0,30.0,100.0,150.0,186.1999969,100,2140.6398926,6421.8999023,12843.8095703,13663.4501953,5157.6899414,2247.6298828,8562.5400391,12843.8095703,35069.8007813,40227.5,42475.1289063,5.0,15.0,30.0,50.0,50.0,36.2000008,20.0,30.0,100.0,150.0,186.1999969,100,0.94,0.69,0.0,0.94,95,150,,0,5,100
2932,2932,403413,50066,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,2227.1999512,6681.6000977,12707.2197266,5872.5,3496.9699707,124.4100037,8908.7998047,13363.2001953,27488.5195313,30985.4804688,31109.9003906,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.84,0.63,0.0,0.84,100,150,282.0,0,100,100
2933,2933,403414,50053,4.75,14.25,28.5,47.5,47.5,1.9,19.0,28.5,95.0,142.5,144.3999939,95,749.4299927,2248.2900391,1851.7900391,6753.7700195,14547.1103516,581.8800049,2997.7199707,3614.9899902,11603.2802734,26150.390625,26732.2792969,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.95,0.53,0.0,0.95,95,150,,0,100,100
2934,2934,403415,50091,5.0,15.0,30.0,50.0,50.0,94.1500015,20.0,30.0,100.0,150.0,244.1499939,100,2149.7900391,6449.3701172,2954.0500488,4797.75,4676.9199219,8448.7304688,8599.1601563,9634.1103516,16350.9599609,21027.8808594,29476.609375,5.0,15.0,30.0,50.0,50.0,94.1500015,20.0,30.0,100.0,150.0,244.1499939,100,0.72,0.47,0.0,0.72,95,150,238.0,0,5,100
2935,2935,403416,50167,5.0,15.0,30.0,50.0,50.0,22.75,20.0,30.0,100.0,150.0,172.75,100,1959.1700439,5877.5097656,11755.0302734,19591.7109375,17387.7792969,5164.0297852,7836.6801758,11755.0302734,39183.421875,56571.1992188,61735.2304688,5.0,15.0,30.0,50.0,50.0,22.75,20.0,30.0,100.0,150.0,172.75,100,0.95,0.63,0.0,0.95,95,150,297.0,0,5,100
2936,2936,403417,50138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,100
2937,2937,403418,50137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,100
2938,2938,403419,50131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100,0,0.0,1,0,100
2939,2939,403420,50168,4.5,13.5,27.0,45.0,45.0,15.0,18.0,27.0,90.0,135.0,150.0,90,1911.2299805,5733.7001953,11028.0498047,17527.9492188,12013.9902344,2666.2199707,7644.9301758,11467.3896484,36200.9296875,48214.9296875,50881.140625,5.0,15.0,30.0,50.0,50.0,15.1999998,20.0,30.0,100.0,150.0,165.1999969,100,0.85,0.52,0.0,0.85,70,150,,0,40,100
2940,2940,403421,50103,5.0,15.0,30.0,50.0,50.0,50.4500008,20.0,30.0,100.0,150.0,200.4499969,100,4744.7597656,14234.2900391,28468.5800781,47159.28125,46761.0703125,49361.1289063,18979.0507813,28468.5800781,94606.8984375,141368.0,190729.09375,5.0,15.0,30.0,50.0,50.0,50.4500008,20.0,30.0,100.0,150.0,200.4499969,100,0.97,0.6,0.0,0.97,95,150,600.0,0,100,100
2941,2941,403422,50070,5.0,15.0,30.0,50.0,50.0,25.0,20.0,30.0,100.0,150.0,175.0,100,443.7000122,1331.0999756,709.0499878,1181.75,1181.75,590.8800049,1774.8000488,2011.1500244,3665.6000977,4847.3500977,5438.2299805,5.0,15.0,30.0,50.0,50.0,25.0,20.0,30.0,100.0,150.0,175.0,100,0.49,0.38,0.0,0.49,100,150,117.0,1,0,100
2942,2942,403423,50125,5.0,15.0,30.0,48.5499992,47.5,50.3499985,20.0,30.0,98.5500031,146.0500031,196.3999939,100,951.1599731,2853.4899902,4611.2797852,1723.0699463,1694.3299561,1060.9499512,3804.6599121,5706.9799805,10139.0097656,11833.3300781,12894.2802734,5.0,15.0,30.0,48.5499992,47.5,50.3499985,20.0,30.0,98.5500031,146.0500031,196.3999939,100,0.91,0.68,0.0,0.91,95,150,324.0,0,0,100
2943,2943,403424,50126,5.0,15.0,30.0,48.5499992,47.5,31.3500004,20.0,30.0,98.5500031,146.0500031,177.3999939,100,513.8099976,1541.4200439,1685.8900146,1659.1500244,895.3699951,590.9500122,2055.2299805,2960.5200195,5400.2700195,6295.6401367,6886.5898438,5.0,15.0,30.0,48.5499992,47.5,31.3500004,20.0,30.0,98.5500031,146.0500031,177.3999939,100,0.56,0.33,0.0,0.56,95,150,321.0,0,0,100
2944,2944,403425,50122,5.0,15.0,30.0,49.7999992,47.5,31.3500004,20.0,30.0,99.8000031,147.3000031,178.6499939,100,998.6900024,2996.0600586,2389.5100098,1748.2600098,895.3699951,590.9500122,3994.75,5646.5,8132.5200195,9027.9003906,9618.8398438,5.0,15.0,30.0,49.7999992,47.5,31.3500004,20.0,30.0,99.8000031,147.3000031,178.6499939,100,0.79,0.52,0.0,0.79,95,150,321.0,0,0,100
2945,2945,403426,50123,5.0,15.0,30.0,49.7999992,47.5,31.3500004,20.0,30.0,99.8000031,147.3000031,178.6499939,100,523.4500122,1570.3499756,1629.1300049,1748.2600098,895.3699951,590.9500122,2093.8000488,2985.1699219,5471.1899414,6366.5698242,6957.5097656,5.0,15.0,30.0,49.7999992,47.5,31.3500004,20.0,30.0,99.8000031,147.3000031,178.6499939,100,0.49,0.25,0.0,0.49,95,150,321.0,0,0,100
2946,2946,403427,50183,5.0,15.0,30.0,39.5499992,2.5,0.1,20.0,30.0,89.5500031,92.0500031,92.1500015,100,1269.4200439,3404.9499512,1500.2199707,1673.0100098,90.9700012,2.24,4674.3701172,5196.6499023,7847.6000977,7938.5600586,7940.8100586,5.0,15.0,30.0,39.5499992,2.5,0.1,20.0,30.0,89.5500031,92.0500031,92.1500015,100,0.62,0.56,0.0,0.62,95,76,140.0,1,0,100
2947,2947,403428,50182,5.0,15.0,30.0,16.0,0.0,0.0,20.0,30.0,66.0,66.0,66.0,100,1269.4200439,3383.7199707,1248.4200439,647.8900146,0.0,0.0,4653.1499023,5069.2900391,6549.4599609,6549.4599609,6549.4599609,5.0,15.0,30.0,16.0,0.0,0.0,20.0,30.0,66.0,66.0,66.0,100,0.53,0.55,0.0,0.55,100,76,119.0,1,0,100
2948,2948,403429,50069,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,2206.5700684,6619.7099609,13069.8603516,18723.5,11159.3798828,314.8599854,8826.2802734,13239.4199219,40619.640625,51779.0195313,52093.8789063,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,0.62,0.38,0.0,0.62,95,150,323.0,0,95,100
2949,2949,403430,50178,5.0,15.0,30.0,50.0,50.0,53.0,20.0,30.0,100.0,150.0,203.0,100,1359.3800049,3663.1398926,1968.3800049,2106.3100586,978.8300171,1037.5600586,5022.5097656,5666.3100586,9097.1904297,10076.0195313,11113.5800781,5.0,15.0,30.0,50.0,50.0,53.0,20.0,30.0,100.0,150.0,203.0,100,0.9,0.68,0.0,0.9,100,150,287.0,0,0,100
2950,2950,403431,50175,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1393.7800293,3720.5400391,1349.8000488,1387.8000488,960.6400146,38.4300003,5114.3198242,5597.8999023,7851.9199219,8812.5595703,8850.9902344,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.68,0.54,0.0,0.68,95,150,151.0,1,0,100
2951,2951,403432,50176,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,1137.2199707,3067.9299316,1399.6800537,1361.2700195,982.4500122,102.3099976,4205.1499023,4704.1201172,6966.1000977,7948.5498047,8050.8598633,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,0.67,0.54,0.0,0.67,85,150,151.0,1,0,100
2952,2952,403433,50115,5.0,15.0,30.0,50.0,50.0,41.2999992,20.0,30.0,100.0,150.0,191.3000031,100,1532.3100586,4555.9902344,1859.4599609,1347.2700195,1175.0300293,911.4000244,6088.3100586,6898.5400391,9295.0400391,10470.0703125,11381.4697266,5.0,15.0,30.0,50.0,50.0,41.2999992,20.0,30.0,100.0,150.0,191.3000031,100,0.85,0.6,0.0,0.85,90,150,248.0,0,0,100
2953,2953,403434,50116,5.0,15.0,30.0,50.0,50.0,41.2999992,20.0,30.0,100.0,150.0,191.3000031,100,742.960022,2187.9199219,1128.5500488,1347.2700195,1175.0300293,911.4000244,2930.8701172,3335.0400391,5406.6899414,6581.7202148,7493.1201172,5.0,15.0,30.0,50.0,50.0,41.2999992,20.0,30.0,100.0,150.0,191.3000031,100,0.7,0.45,0.0,0.7,90,150,246.0,0,0,100
2954,2954,403435,50087,5.0,15.0,30.0,50.0,50.0,4.4000001,20.0,30.0,100.0,150.0,154.3999939,100,1408.3100586,4224.9199219,2452.3500977,1388.1099854,1164.2700195,100.8799973,5633.2202148,6553.0200195,9473.6796875,10637.9501953,10738.8398438,5.0,15.0,30.0,50.0,50.0,4.4000001,20.0,30.0,100.0,150.0,154.3999939,100,0.7,0.47,0.0,0.7,95,61,,1,5,100
2955,2955,403436,50088,5.0,15.0,30.0,50.0,50.0,4.4000001,20.0,30.0,100.0,150.0,154.3999939,100,1408.3100586,4224.9199219,1312.9599609,1388.1099854,1164.2700195,100.8799973,5633.2202148,6114.7900391,8334.2998047,9498.5703125,9599.4501953,5.0,15.0,30.0,50.0,50.0,4.4000001,20.0,30.0,100.0,150.0,154.3999939,100,0.55,0.41,0.0,0.55,95,61,116.0,1,5,100
2956,2956,403437,50078,5.0,15.0,30.0,50.0,50.0,4.4000001,20.0,30.0,100.0,150.0,154.3999939,100,1730.1800537,5190.5400391,6976.5698242,3301.4599609,1132.6400146,98.0400009,6920.7202148,10373.0996094,17198.75,18331.390625,18429.4296875,5.0,15.0,30.0,50.0,50.0,4.4000001,20.0,30.0,100.0,150.0,154.3999939,100,0.87,0.67,0.0,0.87,90,150,274.0,0,0,100
2957,2957,403438,50079,5.0,15.0,30.0,50.0,50.0,4.4000001,20.0,30.0,100.0,150.0,154.3999939,100,1730.1800537,5190.5400391,6976.5698242,3301.4599609,1132.6400146,98.0400009,6920.7202148,10373.0996094,17198.75,18331.390625,18429.4296875,5.0,15.0,30.0,50.0,50.0,4.4000001,20.0,30.0,100.0,150.0,154.3999939,100,0.86,0.66,0.0,0.86,90,150,,0,0,100
2958,2958,403439,50080,5.0,15.0,30.0,50.0,50.0,4.4000001,20.0,30.0,100.0,150.0,154.3999939,100,1730.1800537,5190.5400391,4257.1899414,3301.4599609,1132.6400146,98.0400009,6920.7202148,8374.8603516,14479.3701172,15612.0097656,15710.0400391,5.0,15.0,30.0,50.0,50.0,4.4000001,20.0,30.0,100.0,150.0,154.3999939,100,0.72,0.5,0.0,0.72,90,150,267.0,0,0,100
2959,2959,403440,50144,5.0,15.0,30.0,50.0,50.0,4.4000001,20.0,30.0,100.0,150.0,154.3999939,100,1554.7700195,3886.2800293,3517.7600098,2421.3999023,2207.0200195,143.8999939,5441.0498047,6994.5297852,11380.2001953,13587.2197266,13731.1201172,5.0,15.0,30.0,50.0,50.0,4.4000001,20.0,30.0,100.0,150.0,154.3999939,100,0.7,0.44,0.0,0.7,95,150,160.0,0,5,100
2960,2960,403441,50140,5.0,15.0,30.0,50.0,50.0,4.4000001,20.0,30.0,100.0,150.0,154.3999939,100,2203.1201172,6609.3701172,11217.5800781,1917.6099854,1017.4699707,96.3199997,8812.4902344,13067.2197266,21947.6894531,22965.1601563,23061.4804688,5.0,15.0,30.0,50.0,50.0,4.4000001,20.0,30.0,100.0,150.0,154.3999939,100,0.79,0.51,0.0,0.79,95,150,,0,5,100
2961,2961,403442,50106,5.0,15.0,30.0,50.0,50.0,50.3199997,20.0,30.0,100.0,150.0,200.3200073,100,1105.4000244,3316.2099609,5803.3999023,2708.4099121,2146.3500977,1260.1400146,4421.6098633,6851.4199219,12933.4199219,15079.7695313,16339.9199219,5.0,15.0,30.0,50.0,50.0,50.3199997,20.0,30.0,100.0,150.0,200.3200073,100,0.84,0.53,0.0,0.84,90,48,90.0,1,0,100
2962,2962,403443,50107,5.0,15.0,30.0,50.0,50.0,50.0600014,20.0,30.0,100.0,150.0,200.0599976,100,1076.4100342,3229.2399902,5627.2001953,2491.8400879,2164.0100098,1259.1300049,4305.6499023,6685.8901367,12424.7001953,14588.7001953,15847.8300781,5.0,15.0,30.0,50.0,50.0,50.0600014,20.0,30.0,100.0,150.0,200.0599976,100,0.83,0.53,0.0,0.83,95,48,90.0,1,0,100
2963,2963,403444,50108,5.0,15.0,30.0,50.0,50.0,50.6699982,20.0,30.0,100.0,150.0,200.6699982,100,855.289978,2434.3500977,2046.0500488,2430.4599609,2131.2800293,1245.2900391,3289.6398926,4342.6601563,7766.1499023,9897.4296875,11142.7099609,5.0,15.0,30.0,50.0,50.0,50.6699982,20.0,30.0,100.0,150.0,200.6699982,100,0.68,0.34,0.0,0.68,90,30,,1,0,100
2964,2964,403445,50109,5.0,15.0,30.0,50.0,50.0,50.6699982,20.0,30.0,100.0,150.0,200.6699982,100,855.289978,2434.3500977,2046.0500488,2430.4599609,2131.2800293,1245.2900391,3289.6398926,4342.6601563,7766.1499023,9897.4296875,11142.7099609,5.0,15.0,30.0,50.0,50.0,50.6699982,20.0,30.0,100.0,150.0,200.6699982,100,0.64,0.34,0.0,0.64,90,30,56.0,1,0,100
2965,2965,403446,50071,5.0,15.0,30.0,50.0,50.0,50.1500015,20.0,30.0,100.0,150.0,200.1499939,100,3044.9899902,9134.9902344,15867.7998047,8728.5,2948.3898926,1366.3699951,12179.9804688,18269.9707031,36776.2695313,39724.6601563,41091.03125,5.0,15.0,30.0,50.0,50.0,50.1500015,20.0,30.0,100.0,150.0,200.1499939,100,0.86,0.13,0.0,0.86,85,150,282.0,0,95,100
2966,2966,403447,50128,5.0,15.0,30.0,50.0,50.0,36.2000008,20.0,30.0,100.0,150.0,186.1999969,100,1990.0500488,5970.1401367,11940.2695313,8828.9804688,2318.5,750.4699707,7960.1801758,11940.2695313,28729.4394531,31047.9394531,31798.4101563,5.0,15.0,30.0,50.0,50.0,36.2000008,20.0,30.0,100.0,150.0,186.1999969,100,0.99,0.67,0.0,0.99,95,150,302.0,0,5,100
2967,2967,403448,50141,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,1474.1400146,4422.4301758,6796.0200195,7105.6699219,6939.2700195,337.230011,5896.5698242,8821.3603516,19798.2597656,26737.5292969,27074.7597656,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,0.96,0.73,0.0,0.96,90,150,322.0,0,0,100
2968,2968,403449,50142,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,1463.7800293,4391.3198242,6748.3300781,7105.6699219,6939.2700195,337.230011,5855.1000977,8759.1601563,19709.0996094,26648.3691406,26985.5996094,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,0.95,0.73,0.0,0.95,90,150,322.0,0,0,100
2969,2969,403450,50184,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1508.0,4524.0,8535.2802734,2262.0,2262.0,90.4800034,6032.0,9048.0,16829.2792969,19091.2792969,19181.7597656,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.94,0.73,0.0,0.94,100,150,325.0,0,0,100
2970,2970,403451,50177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,999,100
2971,2971,413201,49683,5.0,15.0,30.0,50.0,50.0,47.9000015,20.0,30.0,100.0,150.0,197.8999939,100,1884.7099609,5654.1298828,6803.3999023,7457.2001953,4275.3701172,1323.2800293,7538.8398438,9806.6396484,21799.4492188,26074.8105469,27398.0996094,5.0,15.0,30.0,50.0,50.0,47.9000015,20.0,30.0,100.0,150.0,197.8999939,100,0.99,0.67,0.0,0.99,70,150,308.0,0,10,100
2972,2972,413202,49664,5.0,15.0,30.0,50.0,50.0,50.6699982,20.0,30.0,100.0,150.0,200.6699982,100,855.289978,2434.3500977,2046.0500488,2430.4599609,2131.2800293,1245.2900391,3289.6398926,4342.6601563,7766.1499023,9897.4296875,11142.7099609,5.0,15.0,30.0,50.0,50.0,50.6699982,20.0,30.0,100.0,150.0,200.6699982,100,0.64,0.34,0.0,0.64,90,30,56.0,1,0,100
2973,2973,413203,49663,5.0,15.0,30.0,50.0,50.0,50.6699982,20.0,30.0,100.0,150.0,200.6699982,100,855.289978,2434.3500977,2046.0500488,2430.4599609,2131.2800293,1245.2900391,3289.6398926,4342.6601563,7766.1499023,9897.4296875,11142.7099609,5.0,15.0,30.0,50.0,50.0,50.6699982,20.0,30.0,100.0,150.0,200.6699982,100,0.68,0.34,0.0,0.68,90,30,56.0,1,0,100
2974,2974,413204,49623,5.0,15.0,30.0,50.0,50.0,50.1500015,20.0,30.0,100.0,150.0,200.1499939,100,3044.9899902,9134.9902344,15867.7998047,8728.5,2948.3898926,1366.3699951,12179.9804688,18269.9707031,36776.2695313,39724.6601563,41091.03125,5.0,15.0,30.0,50.0,50.0,50.1500015,20.0,30.0,100.0,150.0,200.1499939,100,0.86,0.13,0.0,0.86,85,150,282.0,0,95,100
2975,2975,413206,49709,5.0,15.0,30.0,50.0,50.0,47.9000015,20.0,30.0,100.0,150.0,197.8999939,100,599.8099976,1799.4300537,1338.8699951,1185.9799805,1062.8599854,1036.5200195,2399.2399902,2988.6799316,4924.0898438,5986.9501953,7023.4799805,5.0,15.0,30.0,50.0,50.0,47.9000015,20.0,30.0,100.0,150.0,197.8999939,100,0.44,0.32,0.0,0.44,90,150,131.0,1,0,100
2976,2976,413207,49714,2.5,7.5,15.0,25.0,25.0,26.5,10.0,15.0,50.0,75.0,101.5,50,275.6300049,826.9000244,622.8599854,528.0200195,528.0200195,573.3499756,1102.5300293,1378.1700439,2253.4199219,2781.4399414,3354.7800293,2.5,7.5,15.0,25.0,25.0,26.5,10.0,15.0,50.0,75.0,101.5,50,0.22,0.16,0.0,0.22,50,150,131.0,1,0,100
2977,2977,413208,49715,2.5,7.5,15.0,25.0,25.0,26.5,10.0,15.0,50.0,75.0,101.5,50,275.6300049,826.9000244,622.8599854,528.0200195,528.0200195,573.3499756,1102.5300293,1378.1700439,2253.4199219,2781.4399414,3354.7800293,2.5,7.5,15.0,25.0,25.0,26.5,10.0,15.0,50.0,75.0,101.5,50,0.22,0.16,0.0,0.22,50,150,131.0,1,0,100
2978,2978,413209,49716,2.5,7.5,15.0,25.0,25.0,26.5,10.0,15.0,50.0,75.0,101.5,50,275.6300049,826.9000244,622.8599854,528.0200195,528.0200195,573.3499756,1102.5300293,1378.1700439,2253.4199219,2781.4399414,3354.7800293,2.5,7.5,15.0,25.0,25.0,26.5,10.0,15.0,50.0,75.0,101.5,50,0.21,0.15,0.0,0.21,50,150,131.0,1,0,100
