,Unnamed: 0,mukey,OBJECTID_1,tk0_5a,tk5_20a,tk20_50a,tk50_100a,tk100_150a,tk150_999a,tk0_20a,tk0_30a,tk0_100a,tk0_150a,tk0_999a,musumcpcta,soc0_5,soc5_20,soc20_50,soc50_100,soc100_150,soc150_999,soc0_20,soc0_30,soc0_100,soc0_150,soc0_999,tk0_5s,tk5_20s,tk20_50s,tk50_100s,tk100_150s,tk150_999s,tk0_20s,tk0_30s,tk0_100s,tk0_150s,tk0_999s,musumcpcts,nccpi2cs,nccpi2sg,nccpi2co,nccpi2all,pctearthmc,rootznemc,rootznaws,droughty,pwsl1pomu,musumcpct
5582,5582,409407,56149,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,1340.3100586,4020.9199219,6809.5297852,6101.8598633,3069.3601074,84.7799988,5361.2299805,8041.8500977,18272.6308594,21341.9804688,21426.7695313,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,0.98,0.74,0.0,0.98,95,150,301.0,0,0,100
5583,5583,409408,56150,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,1011.9699707,2827.6999512,2855.9599609,3074.5300293,1831.8900146,55.4700012,3839.6699219,4936.1201172,9770.1601563,11602.0400391,11657.5097656,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,0.82,0.57,0.0,0.82,90,150,301.0,0,0,100
5584,5584,409409,56151,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1002.2399902,2828.5400391,2859.2600098,2892.75,1719.5600586,40.0200005,3830.7800293,4944.3798828,9582.7900391,11302.3398438,11342.3603516,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.78,0.55,0.0,0.78,100,150,301.0,0,0,100
5585,5585,409410,56147,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1002.2399902,2828.5400391,2859.2600098,2892.75,1719.5600586,40.0200005,3830.7800293,4944.3798828,9582.7900391,11302.3398438,11342.3603516,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.74,0.51,0.0,0.74,100,150,301.0,0,0,100
5586,5586,409411,56142,5.0,15.0,30.0,50.0,50.0,46.25,20.0,30.0,100.0,150.0,196.25,100,1482.4100342,4447.2202148,3820.3701172,3386.9699707,2118.8000488,1026.3499756,5929.6298828,7903.9501953,13136.9697266,15255.7695313,16282.1201172,5.0,15.0,30.0,50.0,50.0,46.25,20.0,30.0,100.0,150.0,196.25,100,0.93,0.26,0.0,0.93,90,150,275.0,0,95,100
5587,5587,409412,56125,4.75,14.25,28.5,47.5,47.5,45.25,19.0,28.5,95.0,142.5,187.75,95,1123.6999512,3025.6799316,1516.1700439,1973.2900391,1875.0999756,875.7800293,4149.3798828,4669.6201172,7638.8500977,9513.9501953,10389.7304688,5.0,15.0,30.0,50.0,50.0,45.3499985,20.0,30.0,100.0,150.0,195.3500061,100,0.66,0.26,0.0,0.66,85,150,330.0,0,15,100
5588,5588,409413,56060,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,2262.0,6786.0,9425.0,13195.0,13195.0,527.7999878,9048.0,13195.0,31668.0,44863.0,45390.8007813,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.99,0.48,0.0,0.99,100,150,293.0,0,100,100
5589,5589,409414,56059,4.75,14.25,28.5,47.5,47.5,1.9,19.0,28.5,95.0,142.5,144.3999939,95,1454.7099609,4364.1298828,8037.3100586,12976.7597656,12976.7597656,519.0700073,5818.8500977,8665.4501953,26832.9199219,39809.6796875,40328.75,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.99,0.53,0.0,0.99,95,150,296.0,0,100,100
5590,5590,409415,56061,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,2262.0,6786.0,9425.0,13195.0,13195.0,527.7999878,9048.0,13195.0,31668.0,44863.0,45390.8007813,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.98,0.52,0.0,0.98,100,150,293.0,0,100,100
5591,5591,409416,56057,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,2602.3898926,7807.1601563,15543.8603516,25262.7304688,16989.6992188,666.7999878,10409.5498047,15614.3300781,51216.140625,68205.84375,68872.640625,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.91,0.54,0.0,0.91,95,150,315.0,0,100,100
5592,5592,409420,56053,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1048.1999512,2965.9699707,2877.2600098,2448.7399902,1056.0999756,42.2400017,4014.1799316,5140.7402344,9340.1699219,10396.2695313,10438.5097656,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.64,0.49,0.0,0.64,95,150,,0,0,100
5593,5593,409421,56052,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1048.1999512,2965.9699707,2877.2600098,2448.7399902,1056.0999756,42.2400017,4014.1799316,5140.7402344,9340.1699219,10396.2695313,10438.5097656,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.61,0.45,0.0,0.61,95,150,297.0,0,0,100
5594,5594,409422,56144,4.75,14.25,28.5,47.5,47.5,1.9,19.0,28.5,95.0,142.5,144.3999939,95,1802.4499512,5407.3398438,10814.6796875,17953.3691406,11236.1298828,438.4100037,7209.7900391,10814.6796875,35977.8515625,47213.9804688,47652.390625,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.7,0.32,0.0,0.7,90,150,286.0,0,10,100
5595,5595,409423,56094,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1806.0699463,5418.2202148,6584.5,3913.5900879,1053.8199463,42.1500015,7224.2900391,10836.4296875,17722.3691406,18776.1894531,18818.3398438,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.72,0.49,0.0,0.72,90,150,,0,90,100
5596,5596,409424,56077,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1080.1099854,3240.3200684,3250.5400391,2807.1999512,2807.1999512,112.2900009,4320.4199219,6448.0800781,10378.1601563,13185.3603516,13297.6503906,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.96,0.77,0.0,0.96,95,150,,0,0,100
5597,5597,409425,56078,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1080.1099854,3240.3200684,3250.5400391,2807.1999512,2807.1999512,112.2900009,4320.4199219,6448.0800781,10378.1601563,13185.3603516,13297.6503906,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.95,0.73,0.0,0.95,95,150,,0,0,100
5598,5598,409426,56079,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,903.7800293,2711.3601074,2165.0700684,975.1300049,975.1300049,39.0099983,3615.1398926,5390.1601563,6755.3300781,7730.4599609,7769.4599609,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.8,0.57,0.0,0.8,95,150,,0,0,100
5599,5599,409427,56080,5.0,15.0,30.0,50.0,50.0,3.0,20.0,30.0,100.0,150.0,153.0,100,1228.2700195,3684.8100586,4132.6401367,3833.9099121,3586.7199707,234.6600037,4913.0800781,7330.1401367,12879.6396484,16466.3496094,16701.0097656,5.0,15.0,30.0,50.0,50.0,3.0,20.0,30.0,100.0,150.0,153.0,100,0.91,0.7,0.0,0.91,85,150,294.0,0,5,100
5600,5600,409428,56081,5.0,15.0,30.0,50.0,50.0,3.0,20.0,30.0,100.0,150.0,153.0,100,1060.0899658,3180.2600098,3120.6201172,2139.8400879,1926.6500244,169.0899963,4240.3500977,6323.0200195,9500.8095703,11427.4599609,11596.5498047,5.0,15.0,30.0,50.0,50.0,3.0,20.0,30.0,100.0,150.0,153.0,100,0.76,0.54,0.0,0.76,85,150,294.0,0,5,100
5601,5601,409429,56076,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,926.3900146,2779.1699219,2191.8601074,1021.25,1014.789978,92.0199966,3705.5500488,5491.0297852,6918.6601563,7933.4501953,8025.4702148,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,0.72,0.51,0.0,0.72,90,150,294.0,0,0,100
5602,5602,409430,56086,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,964.25,2892.75,2423.2399902,2001.0,1722.5999756,42.9199982,3857.0,5479.8398438,8281.2402344,10003.8398438,10046.7597656,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.88,0.73,0.0,0.88,100,150,291.0,0,0,100
5603,5603,409431,56087,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,964.25,2892.75,2423.2399902,2001.0,1722.5999756,42.9199982,3857.0,5479.8398438,8281.2402344,10003.8398438,10046.7597656,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.88,0.7,0.0,0.88,100,150,291.0,0,0,100
5604,5604,409432,56088,5.0,15.0,30.0,50.0,50.0,3.0,20.0,30.0,100.0,150.0,153.0,100,1066.3399658,3192.6499023,3237.1101074,3082.3999023,2608.2800293,173.1499939,4258.9902344,6081.1298828,10578.5,13186.7802734,13359.9296875,5.0,15.0,30.0,50.0,50.0,3.0,20.0,30.0,100.0,150.0,153.0,100,0.84,0.67,0.0,0.84,85,150,291.0,0,5,100
5605,5605,409433,56084,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,1030.5400391,3091.6298828,2772.4899902,2514.6398926,2265.8500977,128.1499939,4122.1801758,5889.3198242,9409.2998047,11675.1396484,11803.2900391,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,0.79,0.62,0.0,0.79,90,150,291.0,0,5,100
5606,5606,409434,56085,5.0,15.0,30.0,50.0,50.0,3.0,20.0,30.0,100.0,150.0,153.0,100,1066.3399658,3192.6499023,3237.1101074,3082.3999023,2608.2800293,173.1499939,4258.9902344,6081.1298828,10578.5,13186.7802734,13359.9296875,5.0,15.0,30.0,50.0,50.0,3.0,20.0,30.0,100.0,150.0,153.0,100,0.64,0.4,0.0,0.64,85,150,291.0,0,5,100
5607,5607,409435,56067,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,870.2199707,2610.6699219,3469.1599121,1293.9000244,1250.8100586,61.0900002,3480.8898926,4775.0297852,8243.9501953,9494.7695313,9555.8603516,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,0.56,0.5,0.0,0.56,95,150,,1,0,100
5608,5608,409436,56068,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,870.2199707,2610.6699219,3469.1599121,1293.9000244,1250.8100586,61.0900002,3480.8898926,4775.0297852,8243.9501953,9494.7695313,9555.8603516,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,0.55,0.49,0.0,0.55,95,150,138.0,1,0,100
5609,5609,409437,56069,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,659.4699707,1683.3399658,2692.25,4187.6098633,1216.3800049,59.7099991,2342.8000488,3240.2199707,9222.6699219,10439.0400391,10498.7597656,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,0.55,0.41,0.0,0.55,95,150,183.0,0,0,100
5610,5610,409438,56129,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1623.0699463,4869.2099609,6864.6899414,2758.8601074,928.2199707,36.8100014,6492.2797852,9738.4199219,16115.8300781,17044.0390625,17080.859375,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.73,0.62,0.0,0.73,90,150,163.0,0,0,100
5611,5611,409439,56130,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,1069.5200195,3200.3300781,4113.8798828,1504.9399414,871.9000244,78.6800003,4269.8500977,6367.7900391,9888.6699219,10760.5703125,10839.25,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,0.6,0.47,0.0,0.6,95,150,163.0,0,0,100
5612,5612,409440,56159,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1623.0699463,4869.2099609,8171.6298828,5502.3999023,1857.4399414,68.6299973,6492.2797852,9738.4199219,20166.3105469,22023.75,22092.3691406,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.86,0.65,0.0,0.86,90,150,210.0,0,0,100
5613,5613,409441,56089,5.0,15.0,29.2999992,47.5,47.5,4.4499998,20.0,30.0,96.8000031,144.3000031,148.75,100,1195.9599609,3557.7800293,2787.4099121,2069.4599609,1482.8800049,97.6999969,4753.75,6698.0400391,9610.6201172,11093.5,11191.2001953,5.0,15.0,29.2999992,47.5,47.5,4.4499998,20.0,30.0,96.8000031,144.3000031,148.75,100,0.79,0.58,0.0,0.79,90,119,214.0,0,0,100
5614,5614,409442,56090,5.0,15.0,29.2999992,47.5,47.5,4.4499998,20.0,30.0,96.8000031,144.3000031,148.75,100,998.5700073,2973.4099121,2019.5899658,1085.7800293,1095.3499756,95.6299973,3971.9799805,5552.8500977,7077.3500977,8172.6899414,8268.3300781,5.0,15.0,29.2999992,47.5,47.5,4.4499998,20.0,30.0,96.8000031,144.3000031,148.75,100,0.61,0.42,0.0,0.61,90,119,,0,0,100
5615,5615,409443,56091,5.0,15.0,29.7199993,49.0,49.0,4.6100001,20.0,30.0,98.7200012,147.7200012,152.3300018,100,1192.75,3558.9599609,2934.0900879,2228.9099121,1511.8900146,101.2600021,4751.7099609,6716.5498047,9914.7099609,11426.5996094,11527.8603516,5.0,15.0,29.7199993,49.0,49.0,4.6100001,20.0,30.0,98.7200012,147.7200012,152.3300018,100,0.63,0.38,0.0,0.63,85,119,214.0,0,0,100
5616,5616,409444,56044,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1072.2900391,2615.9499512,2554.7800293,3009.6298828,2131.3400879,80.9100037,3688.25,4574.2299805,9252.6601563,11383.9902344,11464.9003906,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.54,0.33,0.0,0.54,90,150,249.0,0,0,100
5617,5617,409445,56065,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1831.1700439,5503.9399414,9831.4199219,12767.6601563,9131.5195313,358.4400024,7335.1000977,10883.7402344,29934.1894531,39065.7109375,39424.1601563,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.52,0.18,0.0,0.52,90,150,276.0,0,55,100
5618,5618,409446,56058,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,2337.8999023,7013.7001953,13982.8496094,22102.1601563,14336.9599609,531.0200195,9351.5996094,14027.4003906,45436.6210938,59773.5703125,60304.5898438,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.95,0.6,0.0,0.95,90,150,303.0,0,75,100
5619,5619,409447,56102,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1046.4399414,3062.9699707,5020.5800781,8153.2299805,4199.8999023,41.6500015,4109.4101563,5820.4599609,17283.2109375,21483.109375,21524.7597656,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.8,0.59,0.0,0.8,95,150,296.0,0,5,100
5620,5620,409448,56103,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1046.4399414,2819.6398926,1370.75,2070.1899414,1523.3599854,41.6500015,3866.0900879,4360.5297852,7307.0297852,8830.3896484,8872.0400391,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.76,0.56,0.0,0.76,95,150,296.0,0,5,100
5621,5621,409449,56104,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,655.6900024,1744.8100586,600.2999878,1000.5,1020.7999878,41.4700012,2400.5,2600.6000977,4001.3000488,5022.1000977,5063.5698242,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.56,0.35,0.0,0.56,100,150,,0,0,100
5622,5622,409450,56100,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1046.4399414,2819.6398926,1370.75,2070.1899414,1523.3599854,41.6500015,3866.0900879,4360.5297852,7307.0297852,8830.3896484,8872.0400391,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.72,0.52,0.0,0.72,95,150,296.0,0,5,100
5623,5623,409451,56101,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,655.6900024,1744.8100586,600.2999878,1000.5,1020.7999878,41.4700012,2400.5,2600.6000977,4001.3000488,5022.1000977,5063.5698242,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.53,0.32,0.0,0.53,100,150,,0,0,100
5624,5624,409452,56124,5.0,15.0,30.0,50.0,50.0,50.4500008,20.0,30.0,100.0,150.0,200.4499969,100,1074.6800537,2837.9599609,656.960022,1023.8400269,925.6500244,932.0100098,3912.6398926,4131.6298828,5593.4399414,6519.0898438,7451.1098633,5.0,15.0,30.0,50.0,50.0,50.4500008,20.0,30.0,100.0,150.0,200.4499969,100,0.92,0.63,0.0,0.92,95,150,330.0,0,5,100
5625,5625,409453,56051,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1129.5799561,3352.9899902,4303.7402344,3434.4399414,2586.6101074,44.5699997,4482.5698242,6563.0200195,12220.75,14807.3603516,14851.9296875,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.54,0.33,0.0,0.54,85,150,,0,85,100
5626,5626,409455,56110,5.0,15.0,30.0,50.0,50.0,46.1599998,20.0,30.0,100.0,150.0,196.1600037,100,1164.7900391,3461.9099121,3295.3100586,3854.4699707,2594.5300293,1018.0700073,4626.6899414,6080.4399414,11776.4697266,14371.0,15389.0703125,5.0,15.0,30.0,50.0,50.0,46.1599998,20.0,30.0,100.0,150.0,196.1600037,100,0.86,0.59,0.0,0.86,80,150,265.0,0,0,100
5627,5627,409456,56111,5.0,15.0,30.0,50.0,50.0,45.2000008,20.0,30.0,100.0,150.0,195.1999969,100,978.1400146,2296.6999512,2012.1999512,3070.8000488,1249.9000244,1003.1500244,3274.8300781,3955.6699219,8357.8398438,9607.7402344,10610.9003906,5.0,15.0,30.0,50.0,50.0,45.2000008,20.0,30.0,100.0,150.0,195.1999969,100,0.64,0.44,0.0,0.64,85,150,262.0,0,0,100
5628,5628,409457,56108,5.0,15.0,30.0,50.0,50.0,45.2000008,20.0,30.0,100.0,150.0,195.1999969,100,970.0100098,2253.6298828,1881.6300049,2985.6799316,1128.9599609,1005.5300293,3223.6499023,3850.8601074,8090.9599609,9219.9199219,10225.4501953,5.0,15.0,30.0,50.0,50.0,45.2000008,20.0,30.0,100.0,150.0,195.1999969,100,0.6,0.41,0.0,0.6,85,150,262.0,0,0,100
5629,5629,409458,56109,5.0,15.0,30.0,50.0,50.0,45.2000008,20.0,30.0,100.0,150.0,195.1999969,100,1134.0899658,3294.1000977,2440.9599609,2989.25,1167.0300293,1005.5300293,4428.1899414,5609.7797852,9858.4003906,11025.4199219,12030.9599609,5.0,15.0,30.0,50.0,50.0,45.2000008,20.0,30.0,100.0,150.0,195.1999969,100,0.65,0.44,0.0,0.65,85,150,268.0,0,0,100
5630,5630,409460,56136,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,1118.6899414,3138.1201172,3727.4599609,6000.2299805,2484.2800293,58.0600014,4256.8100586,5517.9101563,13984.4902344,16468.7695313,16526.8300781,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,0.68,0.47,0.0,0.68,90,150,255.0,0,0,100
5631,5631,409461,56133,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,733.5,1994.1999512,1501.7900391,2290.7800293,2136.6201172,96.4499969,2727.6899414,3246.9099121,6520.2700195,8656.8896484,8753.3398438,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,0.5,0.29,0.0,0.5,90,150,255.0,0,0,100
5632,5632,409462,56134,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,1118.6899414,3138.1201172,3727.4599609,6000.2299805,2484.2800293,58.0600014,4256.8100586,5517.9101563,13984.4902344,16468.7695313,16526.8300781,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,0.65,0.44,0.0,0.65,90,150,,0,0,100
5633,5633,409463,56132,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,733.5,1994.1999512,1501.7900391,2290.7800293,2136.6201172,96.4499969,2727.6899414,3246.9099121,6520.2700195,8656.8896484,8753.3398438,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,0.47,0.27,0.0,0.47,90,150,255.0,0,0,100
5634,5634,409464,56135,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,1123.1400146,3141.4699707,3659.9399414,6099.9101563,2551.3500977,57.8400002,4264.6098633,5484.6000977,14024.4599609,16575.8203125,16633.6601563,5.0,15.0,30.0,50.0,50.0,2.5,20.0,30.0,100.0,150.0,152.5,100,0.52,0.28,0.0,0.52,95,150,255.0,0,0,100
5635,5635,409465,56156,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1360.0699463,4080.2199707,8160.4399414,12450.0,6098.3901367,78.7399979,5440.2900391,8160.4399414,26050.7304688,32149.1191406,32227.8496094,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.91,0.59,0.0,0.91,100,150,,0,0,100
5636,5636,409466,56073,5.0,15.0,30.0,50.0,50.0,50.4500008,20.0,30.0,100.0,150.0,200.4499969,100,1290.2199707,3729.6201172,4079.1499023,3655.8200684,1197.0899658,1194.6400146,5019.8398438,6895.0097656,12754.8095703,13951.9003906,15146.5400391,5.0,15.0,30.0,50.0,50.0,50.4500008,20.0,30.0,100.0,150.0,200.4499969,100,0.97,0.7,0.0,0.97,95,150,288.0,0,0,100
5637,5637,409467,56074,5.0,15.0,30.0,50.0,50.0,50.4500008,20.0,30.0,100.0,150.0,200.4499969,100,1259.0699463,3771.6899414,2791.1599121,3603.6000977,1189.4000244,1194.5999756,5030.7597656,5967.7700195,11425.5195313,12614.9199219,13809.5195313,5.0,15.0,30.0,50.0,50.0,50.4500008,20.0,30.0,100.0,150.0,200.4499969,100,0.81,0.54,0.0,0.81,95,150,,0,0,100
5638,5638,409468,56075,5.0,15.0,30.0,50.0,50.0,50.4500008,20.0,30.0,100.0,150.0,200.4499969,100,1259.0699463,3771.6899414,2791.1599121,3603.6000977,1189.4000244,1194.5999756,5030.7597656,5967.7700195,11425.5195313,12614.9199219,13809.5195313,5.0,15.0,30.0,50.0,50.0,50.4500008,20.0,30.0,100.0,150.0,200.4499969,100,0.78,0.52,0.0,0.78,95,150,285.0,0,0,100
5639,5639,409469,56064,3.75,11.25,22.5,37.5,37.5,1.5,15.0,22.5,75.0,112.5,114.0,75,1615.7299805,4847.2001953,7828.2597656,9417.9101563,7996.75,319.8699951,6462.9399414,9524.7597656,23709.109375,31705.859375,32025.7304688,3.75,11.25,22.5,37.5,37.5,1.5,15.0,22.5,75.0,112.5,114.0,75,0.71,0.36,0.0,0.71,70,150,297.0,0,45,100
5640,5640,409470,56121,2.75,8.25,16.5,27.5,27.5,7.0999999,11.0,16.5,55.0,82.5,89.5999985,55,1089.5999756,3268.8100586,6402.3198242,3293.5300293,1979.6800537,411.8299866,4358.4101563,6537.6201172,14054.2597656,16033.9404297,16445.7695313,2.75,8.25,16.5,27.5,27.5,7.0999999,11.0,16.5,55.0,82.5,89.5999985,55,0.51,0.33,0.0,0.51,50,150,,0,0,100
5641,5641,409471,56154,3.25,9.75,19.5,32.5,32.5,1.3,13.0,19.5,65.0,97.5,98.8000031,65,886.3099976,2658.9399414,4431.6601563,3446.8601074,1651.8399658,26.0699997,3545.25,5262.1899414,11423.7695313,13075.6103516,13101.6796875,3.25,9.75,19.5,32.5,32.5,1.3,13.0,19.5,65.0,97.5,98.8000031,65,0.6,0.47,0.0,0.6,55,150,,0,5,100
5642,5642,409472,56155,3.5,10.5,21.0,35.0,35.0,1.9,14.0,21.0,70.0,105.0,106.9000015,70,1020.5800171,3061.75,5223.3901367,3880.4799805,2029.1300049,47.6800003,4082.3300781,6123.4902344,13186.2001953,15215.3300781,15263.0,3.5,10.5,21.0,35.0,35.0,1.9,14.0,21.0,70.0,105.0,106.9000015,70,0.65,0.5,0.0,0.65,60,150,301.0,0,10,100
5643,5643,409473,56066,3.5,10.5,21.0,35.0,35.0,3.95,14.0,21.0,70.0,105.0,108.9499969,70,1576.3699951,4729.1000977,6646.9399414,9073.0400391,8953.9003906,504.4500122,6305.4702148,9174.5800781,22025.4492188,30979.3496094,31483.8007813,3.5,10.5,21.0,35.0,35.0,3.95,14.0,21.0,70.0,105.0,108.9499969,70,0.68,0.33,0.0,0.68,65,150,293.0,0,65,100
5644,5644,409474,56139,5.0,15.0,30.0,50.0,50.0,47.9000015,20.0,30.0,100.0,150.0,197.8999939,100,605.4699707,1816.4100342,1620.0600586,1296.1500244,1151.1899414,1036.4200439,2421.8798828,3113.1899414,5338.0898438,6489.2797852,7525.7001953,5.0,15.0,30.0,50.0,50.0,47.9000015,20.0,30.0,100.0,150.0,197.8999939,100,0.43,0.34,0.0,0.43,90,150,131.0,1,0,100
5645,5645,409475,56140,5.0,15.0,30.0,50.0,50.0,50.4500008,20.0,30.0,100.0,150.0,200.4499969,100,568.0700073,1704.2199707,1357.4399414,1059.6800537,1063.0500488,1091.75,2272.2900391,2861.25,4689.4101563,5752.4599609,6844.2202148,5.0,15.0,30.0,50.0,50.0,50.4500008,20.0,30.0,100.0,150.0,200.4499969,100,0.42,0.33,0.0,0.42,95,150,,1,0,100
5646,5646,409476,56141,5.0,15.0,30.0,50.0,50.0,50.4500008,20.0,30.0,100.0,150.0,200.4499969,100,568.0700073,1704.2199707,1357.4399414,1059.6800537,1063.0500488,1091.75,2272.2900391,2861.25,4689.4101563,5752.4599609,6844.2202148,5.0,15.0,30.0,50.0,50.0,50.4500008,20.0,30.0,100.0,150.0,200.4499969,100,0.41,0.32,0.0,0.41,95,150,131.0,1,0,100
